ts,Boiler B1 Power,Boiler B2 Power,Boiler B3 Power,Gasifier Steam Power,Cogen Steam Power,Cogen HW Power,AFS HW Power,Cogen Economizer Stage 1,Cogen Economizer Stage 2,Gasifier Economizer Stage 1,Gasifier Economizer Stage 2
2020-12-07T00:00:00-08:00 Los_Angeles,10.337846224341147,0,9.01576636562193,0.001885188704666992,1.107710178880089,0.20514421424854332,"","","","",""
2020-12-08T00:00:00-08:00 Los_Angeles,9.864477014022848,0,8.45103255911006,0,1.0835038048705012,0.21136813238901256,"","","","",""
2020-12-09T00:00:00-08:00 Los_Angeles,10.507876350829992,0,9.255993207014281,0,1.4149112054878101,0.20057099657029742,"","","","",""
2020-12-10T00:00:00-08:00 Los_Angeles,10.176685369031306,0.4263414431087398,10.888622857271525,0.004904765835445788,1.3027616561266284,0.22266712256724497,"","","","",""
2020-12-11T00:00:00-08:00 Los_Angeles,8.892798772641903,5.244658662519522,8.925893674619768,0.002445339589569442,1.3257313658959342,0.24447145801291945,"","","","",""
2020-12-12T00:00:00-08:00 Los_Angeles,9.806195771009849,2.1886180819777987,11.530308068477426,0,1.1279346464201807,0.1920065158259348,"","","","",""
2020-12-13T00:00:00-08:00 Los_Angeles,10.443389083307107,0,12.743752501470336,0,1.166478402181356,0.21534143582917745,"","","","",""
2020-12-14T00:00:00-08:00 Los_Angeles,10.796928434912807,0.5543750137456315,12.466465477888267,0,1.2177985495004666,0.24530641142408266,"","","","",""
2020-12-15T00:00:00-08:00 Los_Angeles,10.724977040500569,0.1153495373295758,11.109961991812341,0,1.1760398003521066,0.23692921471471587,"","","","",""
2020-12-16T00:00:00-08:00 Los_Angeles,10.005011774759607,0.20000000298023224,10.901127487983981,0.0018633815149466195,1.1421357451341367,0.23967448875411507,"","","","",""
2020-12-17T00:00:00-08:00 Los_Angeles,4.0103311008663365,7.236236153995893,10.771495621739726,0,1.1980091499192291,0.2173839718420317,"","","","",""
2020-12-18T00:00:00-08:00 Los_Angeles,0,11.082539520064989,10.8011286590828,2.913504879608E-4,0.7206942954414884,0.09279975122374402,"","","","",""
2020-12-19T00:00:00-08:00 Los_Angeles,0,9.549723550462055,9.531911043011485,3.2836336686159484E-5,0.8303067839243159,0.1493046878768062,"","","","",""
2020-12-20T00:00:00-08:00 Los_Angeles,0.0788888931274414,8.855931910430943,8.84390175652725,0,0.9268810966265969,0.18960800793125396,"","","","",""
2020-12-21T00:00:00-08:00 Los_Angeles,8.195320735127433,11.35456848970718,7.050752450133918,0.0017105437905734612,1.205385300164559,0.22582519046651814,"","","","",""
2020-12-22T00:00:00-08:00 Los_Angeles,12.562863599005412,12.416657595646882,2.649959534528078,0,1.1822484042598966,0.2159031229133339,"","","","",""
2020-12-23T00:00:00-08:00 Los_Angeles,13.015237442475758,9.465402921378114,5.584530195574519,0,1.3898393612141131,0.22335791110992426,"","","","",""
2020-12-24T00:00:00-08:00 Los_Angeles,12.497544176788232,8.707895960631365,6.572537140895922,0,1.3850299982091903,0.2104983100611113,"","","","",""
2020-12-25T00:00:00-08:00 Los_Angeles,11.823642548046722,7.074876270432164,0,0,1.2337373461967538,0.1612306474513995,"","","","",""
2020-12-26T00:00:00-08:00 Los_Angeles,11.90512866367898,6.570213061388996,0,0,1.1467188090568896,0.14354764554382268,"","","","",""
2020-12-27T00:00:00-08:00 Los_Angeles,12.524627496887131,7.605553365250425,0,0,1.1445849397040349,0.17393406741005252,"","","","",""
2020-12-28T00:00:00-08:00 Los_Angeles,11.914096267366855,8.104408707734603,0,0,1.1639799954631815,0.17874136571677543,"","","","",""
2020-12-29T00:00:00-08:00 Los_Angeles,11.844914561741886,10.744899495464804,0,7.870156938831011E-4,1.2227120464170966,0.17468054292132842,"","","","",""
2020-12-30T00:00:00-08:00 Los_Angeles,11.821860115263206,10.900666847085521,0,7.23230264460047E-4,1.1919628523172878,0.18585481192332398,"","","","",""
2020-12-31T00:00:00-08:00 Los_Angeles,11.365597406438125,9.122161063474634,0,0,1.1404791299364077,0.17913371347460066,"","","","",""
2021-01-01T00:00:00-08:00 Los_Angeles,10.09972472759308,7.652259378482893,0,0,1.0734879178312362,0.16838857106571256,"","","","",""
2021-01-02T00:00:00-08:00 Los_Angeles,10.61388562168238,8.375477007296345,0.028148148942876747,5.8036533422030814E-5,0.5787983611749195,0.08337343392977747,"","","","",""
2021-01-03T00:00:00-08:00 Los_Angeles,11.225620587821373,9.393478212963654,0,2.2319416999986671E-4,0.0021853691899499004,-0.2959220088087023,"","","","",""
2021-01-04T00:00:00-08:00 Los_Angeles,11.988525639507507,10.939277965856931,0,1.809045925256214E-4,0.7496426293235467,-0.020929710519181025,"","","","",""
2021-01-05T00:00:00-08:00 Los_Angeles,11.528179634456293,11.106632212549446,2.2590289806191697,7.194667705334723E-5,1.4060352079287441,0.23135717382085402,"","","","",""
2021-01-06T00:00:00-08:00 Los_Angeles,10.859321950552653,10.096002491348328,0.10000000149011612,0.001053958743189772,1.2123357013647027,0.20757600579706148,"","","","",""
2021-01-07T00:00:00-08:00 Los_Angeles,11.571856663690664,11.149044178928483,0.10000000149011612,4.941827228321926E-5,1.258134024965872,0.21226052860548314,"","","","",""
2021-01-08T00:00:00-08:00 Los_Angeles,11.854105509177403,11.727025661628575,0.10000000149011612,0,1.287030545218537,0.2075258428104118,"","","","",""
2021-01-09T00:00:00-08:00 Los_Angeles,11.390865935363161,11.370794180394332,0.10000000149011612,0,1.0329527465523116,0.1626753776023785,"","","","",""
2021-01-10T00:00:00-08:00 Los_Angeles,10.505618260359343,10.096593929805152,0.06748148092655121,0,1.01620338463052,0.15596626670832778,"","","","",""
2021-01-11T00:00:00-08:00 Los_Angeles,10.91682195167852,9.778853171336037,0.015239583663642408,0.24859308459390714,1.2744221480611562,0.10229550013706708,"","","","",""
2021-01-12T00:00:00-08:00 Los_Angeles,10.194069634609743,8.471027947818092,0,0.4001482148079615,0.535772960513889,0.07516428688541055,"","","","",""
2021-01-13T00:00:00-08:00 Los_Angeles,11.328037229246567,10.71954879899754,0,0.12612930697421554,0.27644601019178316,0.07336764056002724,"","","","",""
2021-01-14T00:00:00-08:00 Los_Angeles,11.442900651086282,11.38951175592564,0,0,1.180962155135003,0.07549106418732894,"","","","",""
2021-01-15T00:00:00-08:00 Los_Angeles,10.126180744458134,9.152696921052756,0,0,1.122687926268964,0.07472354406490922,"","","","",""
2021-01-16T00:00:00-08:00 Los_Angeles,10.090240925969905,9.14712748976769,0,1.4985689328265531E-5,0.8077608399807761,0.009648569589690957,"","","","",""
2021-01-17T00:00:00-08:00 Los_Angeles,10.482577726973417,9.7069897819062,0,0,0.9436396565005463,0.07397709530778226,"","","","",""
2021-01-18T00:00:00-08:00 Los_Angeles,5.853744323805527,11.36862981822203,7.252952662596691,0,1.1636861694383396,0.07287880838460599,"","","","",""
2021-01-19T00:00:00-08:00 Los_Angeles,0,11.500088155622844,11.402879831570166,0.045108011642263995,1.1602690029013212,0.07413530169391178,"","","","",""
2021-01-20T00:00:00-08:00 Los_Angeles,0,10.983595110453932,11.246833535653577,0,1.166017984816873,0.07204680746265998,"","","","",""
2021-01-21T00:00:00-08:00 Los_Angeles,0,11.302745588355597,11.131277953132448,0,1.2122189384981716,0.06814881904719018,"","","","",""
2021-01-22T00:00:00-08:00 Los_Angeles,0.9295821902583599,13.006938836541421,12.710648320913304,0,1.2128719111511281,0.07472651088998339,"","","","",""
2021-01-23T00:00:00-08:00 Los_Angeles,0.13516667235504698,12.972272172338432,12.53170850410506,1.0590224216381708E-4,0.9859202267590443,0.05995604323451344,"","","","",""
2021-01-24T00:00:00-08:00 Los_Angeles,0,13.271451582257395,12.909934221296394,0.2589662940758798,0.9832103394337549,0.08071645743621045,"","","","",""
2021-01-25T00:00:00-08:00 Los_Angeles,4.046726929644744,12.503500199958127,13.098701606856439,0.5001453536848918,1.2224056348094237,0.08112567449316242,"","","","",""
2021-01-26T00:00:00-08:00 Los_Angeles,1.985567171942287,12.147486299618532,12.024163395652067,0.17915023455327309,1.1653691428754893,0.0735707104128475,"","","","",""
2021-01-27T00:00:00-08:00 Los_Angeles,3.8157373526073246,11.501091627953237,11.381769861104313,0.2866912706734406,1.224639851486793,0.0711728355615331,"","","","",""
2021-01-28T00:00:00-08:00 Los_Angeles,1.3976099795808468,11.69083583985214,11.612302276094761,0.3383083187802523,1.177453303722734,0.07350617992816735,"","","","",""
2021-01-29T00:00:00-08:00 Los_Angeles,1.1303055769548302,10.983961987887271,10.821938836442111,0.30499447444790145,1.1017369574515352,0.07409703859593722,"","","","",""
2021-01-30T00:00:00-08:00 Los_Angeles,0.043909721749972694,10.299658754031983,10.18227797535836,0.448166522104983,0.9643148718208626,0.07389685698823692,"","","","",""
2021-01-31T00:00:00-08:00 Los_Angeles,0,9.580946957722851,9.469235108147062,0.3809068795610909,0.928968406249252,0.0749036007521984,"","","","",""
2021-02-01T00:00:00-08:00 Los_Angeles,0.421799777233542,10.87329188056014,10.781119415428908,0.24816463190165386,1.070843100227692,0.07697238252148966,"","","","",""
2021-02-02T00:00:00-08:00 Los_Angeles,0.981667830399065,11.502155270383314,11.41679528505713,0.4787132571472062,1.1210733070114143,0.08428428394633725,"","","","",""
2021-02-03T00:00:00-08:00 Los_Angeles,2.0370011964105763,10.803166829345551,10.509504817675682,0.5051154041366169,1.1300758362257928,0.07676131070401794,"","","","",""
2021-02-04T00:00:00-08:00 Los_Angeles,8.385642500107224,11.300497907985157,3.671518597359321,0.08079772546240646,1.128971784167267,0.0777287230828639,"","","","",""
2021-02-05T00:00:00-08:00 Los_Angeles,3.9326204361918324,10.343758285890019,7.43484736696257,0,1.0994459229404177,0.07574380439473316,"","","","",""
2021-02-06T00:00:00-08:00 Los_Angeles,0,10.21065413987195,9.907659914813655,1.2185089872218668E-4,0.945234935157415,0.07957774907117708,"","","","",""
2021-02-07T00:00:00-08:00 Los_Angeles,0.8639953900045818,11.20067261437022,10.902044155046829,0,0.993069253369338,0.0765270872543031,"","","","",""
2021-02-08T00:00:00-08:00 Los_Angeles,7.028400595079139,12.165272161618418,11.904960841095013,0,1.4271790316673338,0.07788084144846327,"","","","",""
2021-02-09T00:00:00-08:00 Los_Angeles,11.572005983591069,11.113750195801256,10.817047659246997,0.07841519253535403,1.6734013858396148,0.07460746714302031,"","","","",""
2021-02-10T00:00:00-08:00 Los_Angeles,11.856436529799723,11.874209692544406,11.586122862740801,0.11203233898444862,1.8588966497226995,0.08159336232347413,"","","","",""
2021-02-11T00:00:00-08:00 Los_Angeles,12.051839303065242,12.59081038356931,12.303133278754025,0,1.733440529276375,0.07766589123380574,"","","","",""
2021-02-12T00:00:00-08:00 Los_Angeles,12.147905268437665,12.831467786155374,11.597870562949947,0,1.5708224009363752,0.07703816731768676,"","","","",""
2021-02-13T00:00:00-08:00 Los_Angeles,10.682615937248436,10.061229379728983,9.146289535341701,0,1.2182859609896934,0.0768805298218245,"","","","",""
2021-02-14T00:00:00-08:00 Los_Angeles,5.072051021983001,11.806206200211125,11.797279080549876,0,1.1600604399900747,0.08120370426089114,"","","","",""
2021-02-15T00:00:00-08:00 Los_Angeles,1.8976921707926382,11.878592771954011,11.899624038316594,0.1817572713367365,1.1782375023548521,0.07126967962540219,"","","","",""
2021-02-16T00:00:00-08:00 Los_Angeles,4.544601947746616,9.805915664913202,9.370620527924208,0.36328110283999526,1.107650635652244,0.07254038106960557,"","","","",""
2021-02-17T00:00:00-08:00 Los_Angeles,6.909780235394697,9.238861284421544,8.890151771682287,0.43911570520036747,1.0870307548737357,0.0744887379251196,"","","","",""
2021-02-18T00:00:00-08:00 Los_Angeles,7.6225533716125415,9.3659642750963,9.323361320832257,0.3723367258975352,1.1294001918223997,0.08301297555832816,"","","","",""
2021-02-19T00:00:00-08:00 Los_Angeles,1.1071840440040384,11.699239787801543,11.524408770369162,0.3191206172294915,1.0861722663810673,0.07660008740747193,"","","","",""
2021-02-20T00:00:00-08:00 Los_Angeles,0,11.168524500396504,10.924302261019191,0.3894876920017931,1.0223542580677676,0.0731102856855917,"","","","",""
2021-02-21T00:00:00-08:00 Los_Angeles,0,9.952422643982695,9.881036069470412,0.809953647240936,1.0656914848661816,0.08035457508716114,"","","","",""
2021-02-22T00:00:00-08:00 Los_Angeles,0.10015278157260683,10.274440012165789,10.212624013672277,0.37711432551620183,1.0250059618538727,0.07289098493804448,"","","","",""
2021-02-23T00:00:00-08:00 Los_Angeles,4.476773224533107,10.03628258691342,10.008008294580156,0.15548103515162237,1.164707236131999,0.07063450921990874,"","","","",""
2021-02-24T00:00:00-08:00 Los_Angeles,5.651009345576858,10.466670311667299,9.92899440989485,0.02963013549645742,1.1741893753857806,0.07392731801761936,"","","","",""
2021-02-25T00:00:00-08:00 Los_Angeles,2.6645174076101164,10.690305745783787,10.625833505695608,0.038603231611298354,0.7968292101517807,0.07768099178792907,"","","","",""
2021-02-26T00:00:00-08:00 Los_Angeles,3.215215325852238,11.031348563305764,8.757497841853876,0.13161306808184234,0.04339833187922423,0.07547364578931592,"","","","",""
2021-02-27T00:00:00-08:00 Los_Angeles,0,11.253759460151189,11.090577741497087,0.13149251215852764,0.01697439849451055,0.06967344324121735,"","","","",""
2021-02-28T00:00:00-08:00 Los_Angeles,0,11.208117082107963,11.001356681806076,0.11348343049912898,0.010378546080378494,0.07658700193472516,"","","","",""
2021-03-01T00:00:00-08:00 Los_Angeles,2.2321782724624843,9.370875146449706,7.962372835528243,0.14583122311359387,0.00539413675871738,-0.02372588925603243,"","","","",""
2021-03-02T00:00:00-08:00 Los_Angeles,11.769739807038398,10.355493229368225,0,0.14707173876271756,0.0026873144948088637,-0.021993062677119504,"","","","",""
2021-03-03T00:00:00-08:00 Los_Angeles,11.255083511278592,9.89862981217328,0,0.13486936616602102,0.0027818996823043567,-0.02643020685536612,"","","","",""
2021-03-04T00:00:00-08:00 Los_Angeles,10.831731654847129,9.342238583123239,0,0.12702433622215625,0.002831843406359743,0.004898976608577262,"","","","",""
2021-03-05T00:00:00-08:00 Los_Angeles,9.729843939057103,7.977926075579941,0.13068518782482932,0.13308495326278855,0.0031900274251286946,0.0031735884161510812,"","","","",""
2021-03-06T00:00:00-08:00 Los_Angeles,9.256525664622021,7.6219121632918165,0,0.12640948467537608,0.002823224029939242,-0.007312617235939898,"","","","",""
2021-03-07T00:00:00-08:00 Los_Angeles,10.36385435764987,8.857478184595152,0,0.1332361245823294,0.0027823187920148476,-0.02575039980244279,"","","","",""
2021-03-08T00:00:00-08:00 Los_Angeles,11.113950432127837,3.8499757782342234,6.200973506368423,0.13868460101151472,0.0026978734084264874,-0.03547032587443635,"","","","",""
2021-03-09T00:00:00-08:00 Los_Angeles,10.410961995996823,0,8.771073058319308,0.07042705220102145,0.002677081220853897,-0.0828594580090915,"","","","",""
2021-03-10T00:00:00-08:00 Los_Angeles,10.438971269235564,1.9468460980526827,8.844952720475417,0.06929458932188735,0.0028325672595140845,-0.6584557271652199,"","","","",""
2021-03-11T00:00:00-08:00 Los_Angeles,9.504508269301423,1.9789085961181536,10.1571888338195,0.08102606642949801,0.5403552997340683,-0.8416023247392364,"","","","",""
2021-03-12T00:00:00-08:00 Los_Angeles,10.054648332021854,0,8.54185315544407,0,1.1483898322298016,-0.8392996688683826,"","","","",""
2021-03-13T00:00:00-08:00 Los_Angeles,4.697101941580054,0,9.484911015017165,0.002003309316933155,0.9062575105488028,-0.8253025530092417,"","","","",""
2021-03-14T00:00:00-08:00 Los_Angeles,7.452578651278789,0,9.773876988524966,0.0016280168100543644,1.015074293340606,-0.8234320159839549,"","","","",""
2021-03-15T00:00:00-07:00 Los_Angeles,10.465915662905681,3.925805623674489,9.06025015738275,0.10527782669118434,1.2558680060112637,-0.8598464758445817,"","","","",""
2021-03-16T00:00:00-07:00 Los_Angeles,11.661370545402189,6.091612370550736,5.106130884965985,0.3403641106767787,1.1665703460719032,-0.8601034301533192,"","","","",""
2021-03-17T00:00:00-07:00 Los_Angeles,10.231863610606519,6.0102929017444415,4.451245470128225,0.38457348271238584,1.0898363946578293,-0.853944835421388,"","","","",""
2021-03-18T00:00:00-07:00 Los_Angeles,8.79662865259305,0,9.345025608859686,0.6567757321756195,1.0566092682740202,-0.8410214974572539,"","","","",""
2021-03-19T00:00:00-07:00 Los_Angeles,9.31304298656406,0,8.76853254237385,0.3874770871739559,1.060442643338055,-0.8401449049512544,"","","","",""
2021-03-20T00:00:00-07:00 Los_Angeles,9.506994410311734,0,7.892032560231513,0.9591316635839435,0.9226679358044985,-0.8474563751369713,"","","","",""
2021-03-21T00:00:00-07:00 Los_Angeles,10.611780302480426,0,9.402743232377139,0.6909904613121656,1.0244638725777186,-0.863460389893088,"","","","",""
2021-03-22T00:00:00-07:00 Los_Angeles,11.044950427633756,0,9.632298786894031,0.7536112198702715,1.079790164997318,-0.8613703653105982,"","","","",""
2021-03-23T00:00:00-07:00 Los_Angeles,10.990678442120572,0,9.096345041129322,0.571943142661066,1.1435123993194214,-0.8537700071158238,"","","","",""
2021-03-24T00:00:00-07:00 Los_Angeles,11.327481678680147,0.7183206149494207,9.451774459343254,0.5053498709726113,1.1982104135249507,-0.8619653582572937,"","","","",""
2021-03-25T00:00:00-07:00 Los_Angeles,5.166755887380352,4.791623923624693,8.869643661628162,0.9741296271565888,1.0487467049220927,-0.8516661835213499,"","","","",""
2021-03-26T00:00:00-07:00 Los_Angeles,0.09254167005402485,8.578180715727996,8.87439710805952,1.039899494329519,1.0017788755541877,-0.8482549091180166,"","","","",""
2021-03-27T00:00:00-07:00 Los_Angeles,0,6.591165626195296,9.546517521137446,0.7129089181610229,0.9522897070784263,-0.8426296046624582,"","","","",""
2021-03-28T00:00:00-07:00 Los_Angeles,3.7306308526573355,8.456456179513967,6.20948043789059,0.8230116143670899,0.893443147891235,-0.8496277177085481,"","","","",""
2021-03-29T00:00:00-07:00 Los_Angeles,10.35819233424135,9.309419168504286,2.2815150827888613,0.8481139245443046,1.166398905551544,-0.858746078198569,"","","","",""
2021-03-30T00:00:00-07:00 Los_Angeles,9.894305737211768,8.62797700129173,2.1472743290141056,0.8101497449227438,1.1130201643222457,-0.8608518047548003,"","","","",""
2021-03-31T00:00:00-07:00 Los_Angeles,9.645356665397125,8.697466560690483,0.23416088331214804,1.1442744882815274,1.0426572868586699,-0.8598699610618251,"","","","",""
2021-04-01T00:00:00-07:00 Los_Angeles,8.40059737521741,6.259468844041783,0,0.5900147849010923,2.1669566330941468,-0.839900181318323,"","","","",""
2021-04-02T00:00:00-07:00 Los_Angeles,9.415630961816616,3.5096273812541265,0,0.04650401527544966,3.098857176353533,-0.8379025664180518,"","","","",""
2021-04-03T00:00:00-07:00 Los_Angeles,11.164289563325811,2.8453900944717505,0.013865740740740741,0,3.0679350839279294,-0.8407249610429558,"","","","",""
2021-04-04T00:00:00-07:00 Los_Angeles,11.809258283189035,2.958508153317703,0,0,3.113433296774274,-0.8455157211671273,"","","","",""
2021-04-05T00:00:00-07:00 Los_Angeles,9.54326636715619,5.581637819615643,0,0,3.196674820524121,-0.8525581309889202,"","","","",""
2021-04-06T00:00:00-07:00 Los_Angeles,9.234486296099647,8.326566068960561,0,0,3.256525583181669,-0.8579789677372682,"","","","",""
2021-04-07T00:00:00-07:00 Los_Angeles,7.935480432990526,5.816016388943901,0,0,3.0140125280066785,-0.8522427395662222,"","","","",""
2021-04-08T00:00:00-07:00 Los_Angeles,10.393349719880916,7.091592718754663,1.0636678572637202,0,2.9379295012686,-0.8566431992997727,"","","","",""
2021-04-09T00:00:00-07:00 Los_Angeles,9.998053412718924,8.847695760324042,1.0645266400917466,0.0017895940691232681,3.1500298537700244,-0.8649546273673575,"","","","",""
2021-04-10T00:00:00-07:00 Los_Angeles,10.970427276199619,6.03764014633993,0,0.003325586367605461,3.0882864989837024,-0.8645239597358914,"","","","",""
2021-04-11T00:00:00-07:00 Los_Angeles,12.642568560675889,4.249645897606733,0,0,3.127914379515027,-0.862762435413897,"","","","",""
2021-04-12T00:00:00-07:00 Los_Angeles,11.825883321130155,5.215607732557865,0,0,3.074943387922316,-0.8468220134576163,"","","","",""
2021-04-13T00:00:00-07:00 Los_Angeles,10.591384436891033,1.2940972494858283,1.8803102412074806,0,3.135932520506557,-0.8188244764313652,"","","","",""
2021-04-14T00:00:00-07:00 Los_Angeles,9.719328892402071,2.0981076814570576,0.01275000050663948,0.003738892886925627,3.0600253526342147,-0.8105449694339876,"","","","",""
2021-04-15T00:00:00-07:00 Los_Angeles,7.798944563403966,0,0,0,3.0235436664659674,-0.7953266064705395,"","","","",""
2021-04-16T00:00:00-07:00 Los_Angeles,5.940998935637371,0,0,0,3.0166396513084566,-0.7723614063293295,"","","","",""
2021-04-17T00:00:00-07:00 Los_Angeles,3.5942107111436346,0,0,0,2.9384405203274016,-0.7700791029880445,"","","","",""
2021-04-18T00:00:00-07:00 Los_Angeles,4.769507029528417,0.1975150498721093,0,0,3.1215041356202615,-0.7700849312047162,"","","","",""
2021-04-19T00:00:00-07:00 Los_Angeles,5.6766008114207684,0.08153240862233495,0.3122986141763006,0,3.0598438081890333,-0.766823713991239,"","","","",""
2021-04-20T00:00:00-07:00 Los_Angeles,7.400659860134533,0.02605902845108951,1.392567170558463,0,3.1470205982305393,-0.776426265016198,"","","","",""
2021-04-21T00:00:00-07:00 Los_Angeles,8.693517489176658,1.0067384323691604,7.696685345808245,0.09280613088359436,3.1009169571653556,-0.7873602832357092,"","","","",""
2021-04-22T00:00:00-07:00 Los_Angeles,9.67390871346894,0.2000694455082218,4.82195380426806,0.06107456905077453,3.0688378123911444,-0.7975064056615034,"","","","",""
2021-04-23T00:00:00-07:00 Los_Angeles,9.95586358547764,0.9085092802759673,11.450179605788247,0.03188182778518509,3.0445849506363825,-0.8027121865501008,"","","","",""
2021-04-24T00:00:00-07:00 Los_Angeles,11.183662221740788,0.46292708624775214,13.697514144276042,0.014687088087753014,3.1029549922131827,-0.8199421307527355,"","","","",""
2021-04-25T00:00:00-07:00 Los_Angeles,11.814839293195153,1.906891239971203,4.554616983860596,0,3.142579453352976,-0.8374854090313115,"","","","",""
2021-04-26T00:00:00-07:00 Los_Angeles,10.225326575625825,3.9161111790121996,8.701806869160515,0,3.0791024406061087,-0.8300076108425856,"","","","",""
2021-04-27T00:00:00-07:00 Los_Angeles,8.168753603112505,1.5040764141192282,4.411706078035276,0,3.0676964437188925,-0.8165919367196385,"","","","",""
2021-04-28T00:00:00-07:00 Los_Angeles,0.18781597335253739,3.9338009901224056,8.907047605420699,0,3.031704957090592,-0.8121722421298425,"","","","",""
2021-04-29T00:00:00-07:00 Los_Angeles,0,1.0238715513255794,8.165604308344141,0,3.0343204704837676,-0.8056894273807604,"","","","",""
2021-04-30T00:00:00-07:00 Los_Angeles,0,5.005454951626663,7.944976990253282,0,3.044629498794674,-0.7988470997661348,"","","","",""
2021-05-01T00:00:00-07:00 Los_Angeles,0,2.724390080211754,8.306537193283438,0,3.055344122722744,-0.8013346741734831,"","","","",""
2021-05-02T00:00:00-07:00 Los_Angeles,0.09980902923478022,3.2630683563815244,9.190691158227894,0,3.1419662297379083,-0.813277796531717,"","","","",""
2021-05-03T00:00:00-07:00 Los_Angeles,6.873975818168233,1.58177433008742,4.438970000567951,0,3.089194241077811,-0.8195381251474219,"","","","",""
2021-05-04T00:00:00-07:00 Los_Angeles,9.055976997702215,1.1464537224656455,0.40657870100742133,0,1.6200625650191478,-0.8153642034882473,"","","","",""
2021-05-05T00:00:00-07:00 Los_Angeles,3.7682384973510903,6.244817237089371,1.0736562627417692,0,0.928967268189622,-0.8089303405334548,"","","","",""
2021-05-06T00:00:00-07:00 Los_Angeles,0.12439120655025666,9.348643685717267,0.10000000149011612,0,0.8951216715732931,-0.7968712504953145,"","","","",""
2021-05-07T00:00:00-07:00 Los_Angeles,6.3995765069892006,5.858964214319428,0.10000000149011612,0,0.9322358713029986,-0.8147418244431415,"","","","",""
2021-05-08T00:00:00-07:00 Los_Angeles,9.043765231365404,0,0.10000000149011612,0,0.8121844309865046,-0.8199878726154561,"","","","",""
2021-05-09T00:00:00-07:00 Los_Angeles,8.871562654055921,0,0.10000000149011612,0,0.8064472306036834,-0.8175839098791282,"","","","",""
2021-05-10T00:00:00-07:00 Los_Angeles,9.613540670121155,0,0.10000000149011612,0,0.8426080106067712,-0.8123224955052138,"","","","",""
2021-05-11T00:00:00-07:00 Los_Angeles,8.63478024698449,0,0.10000000149011612,0,0.8289034354783318,-0.8053761919339494,"","","","",""
2021-05-12T00:00:00-07:00 Los_Angeles,7.375111243537175,0.012625000501672427,1.463510436130153,0,0.8481543643544945,-0.797882778570056,"","","","",""
2021-05-13T00:00:00-07:00 Los_Angeles,7.228950350555003,0,0,0.0010399572732340957,0.7688346537485444,-0.7905605770647526,"","","","",""
2021-05-14T00:00:00-07:00 Los_Angeles,5.939678345719971,0,0,0.012254796468063165,0.5922788695065317,-0.7824319760446196,"","","","",""
2021-05-15T00:00:00-07:00 Los_Angeles,5.517914433476549,0,0,0.3387830719387987,0.6586562894056426,-0.7814684460560479,"","","","",""
2021-05-16T00:00:00-07:00 Los_Angeles,4.675865823684467,0,0,0.8871663349372373,0.6381302737637803,-0.7798261356850471,"","","","",""
2021-05-17T00:00:00-07:00 Los_Angeles,7.150387852478906,0,0,1.1798107807503802,0.8021610445680991,-0.7855860261867446,"","","","",""
2021-05-18T00:00:00-07:00 Los_Angeles,3.1458438103480475,5.71337743740943,0,0.990259003393949,0.8153061182458922,-0.816252820974699,"","","","",""
2021-05-19T00:00:00-07:00 Los_Angeles,0,9.825238616819743,0,0.6759135585873285,0.8625515437636659,-0.8165896943956612,"","","","",""
2021-05-20T00:00:00-07:00 Los_Angeles,0,8.762826530787121,0.29165394226968705,0.8089963795223996,0.8069147558068793,-0.8128051583965619,"","","","",""
2021-05-21T00:00:00-07:00 Los_Angeles,0,7.53151519024813,0,0.9216859021963102,0.7916961229323515,-0.8027968864474031,"","","","",""
2021-05-22T00:00:00-07:00 Los_Angeles,0,6.018890163186519,0,1.0121526813432056,0.7107659794321215,-0.8002636221547923,"","","","",""
2021-05-23T00:00:00-07:00 Los_Angeles,0,5.941083425076469,0,1.047032326605447,0.6889691631668418,-0.7944046451399721,"","","","",""
2021-05-24T00:00:00-07:00 Los_Angeles,0.07135416640175714,8.38203833629688,0,1.0571970654242344,0.8377755361326317,-0.8056686899314324,"","","","",""
2021-05-25T00:00:00-07:00 Los_Angeles,0,7.015861241676744,0,0.8314246922251939,0.7807183401886787,-0.7998229091366136,"","","","",""
2021-05-26T00:00:00-07:00 Los_Angeles,0,8.159545261037573,0,0.13844230934330778,0.80094704211724,-0.7969294836123781,"","","","",""
2021-05-27T00:00:00-07:00 Los_Angeles,0.07356250216563542,10.071805735655419,0.091270833781196,0,0.900278429729105,-0.8058841240902739,"","","","",""
2021-05-28T00:00:00-07:00 Los_Angeles,0,8.310103150010114,0,0,0.7813137723733156,-0.8105900075452194,"","","","",""
2021-05-29T00:00:00-07:00 Los_Angeles,0.12599305947207745,6.105445705679833,0,0,0.7134565103723219,-0.8056198998043933,"","","","",""
2021-05-30T00:00:00-07:00 Los_Angeles,0,5.509718848006043,0,1.7112943654259044E-4,0.6707740507095497,-0.7891404401635131,"","","","",""
2021-05-31T00:00:00-07:00 Los_Angeles,0,3.896218799744493,0,0.01015334076917767,0.6401054121326889,-0.7724126596003771,"","","","",""
2021-06-01T00:00:00-07:00 Los_Angeles,0,3.2118472606578354,0,0.026583796468912627,0.4589206041999277,-0.7552042378347226,"","","","",""
2021-06-02T00:00:00-07:00 Los_Angeles,1.3004247856102198,0.9267245512948095,0,0.04289502586807498,0.3551977807066925,-0.7348093685452587,"","","","",""
